<<<<<<< HEAD
Ev0132,Ch0058
Ev0133,Ch0068
Ev0134,Ch0069
Ev0135,Ch0069|Ch0074
Ev0136,Ch0070
Ev0137,Ch0070
Ev0138,Ch0067
Ev0139,Ch0067
Ev0140,Ch0072
Ev0141,Ch0076
Ev0142,Ch0076
Ev0143,Ch0076
Ev0144,Ch0076
Ev0145,Ch0073
Ev0146,Ch0073
Ev0147,Ch0077|Ch0078
Ev0148,Ch0059|Ch0060|Ch0061|Ch0062|Ch0063|Ch0064|Ch0065
Ev0149,Ch0079
Ev0150,Ch0079
Ev0151,Ch0075
Ev0152,Ch0075
Ev0153,Ch0071
>>>>>>> 0da209a65d0dd8ad87df09e1cf051509219da58b
